分拣中心,日期,小时,货量
SC51,2023-12-4,6,0.684904754
SC51,2023-12-4,7,0
SC51,2023-12-4,8,3.187455522
SC51,2023-12-4,9,0.887839496
SC51,2023-12-4,10,2.891820073
SC51,2023-12-4,11,21.07984632
SC51,2023-12-4,12,6.341710686
SC51,2023-12-4,13,25.72197854
SC51,2023-12-4,14,21.18131369
SC51,2023-12-4,15,0
SC51,2023-12-4,16,0
SC51,2023-12-4,17,4.819700121
SC51,2023-12-4,18,5.73290646
SC51,2023-12-4,19,12.45511979
SC51,2023-12-4,20,13.52052718
SC51,2023-12-4,21,22.77942478
SC51,2023-12-4,22,4.058694839
SC51,2023-12-4,23,29.09576863
SC51,2023-12-5,0,31.7394336
SC51,2023-12-5,1,31.93999874
SC51,2023-12-5,2,34.34678044
SC51,2023-12-5,3,29.90927669
SC51,2023-12-5,4,32.76732995
SC51,2023-12-5,5,32.81747123
SC51,2023-12-5,6,1.805086271
SC51,2023-12-5,7,0
SC51,2023-12-5,8,2.356817405
SC51,2023-12-5,9,0.777189922
SC51,2023-12-5,10,4.236938609
SC51,2023-12-5,11,17.95058014
SC51,2023-12-5,12,6.14230745
SC51,2023-12-5,13,29.18222805
SC51,2023-12-5,14,12.98659289
SC51,2023-12-5,15,1.657550797
SC51,2023-12-5,16,0
SC51,2023-12-5,17,0
SC51,2023-12-5,18,12.48518004
SC51,2023-12-5,19,7.445980868
SC51,2023-12-5,20,15.3432333
SC51,2023-12-5,21,21.08441047
SC51,2023-12-5,22,7.997535007
SC51,2023-12-5,23,36.12679606
SC51,2023-12-6,0,35.90651104
SC51,2023-12-6,1,25.20146427
SC51,2023-12-6,2,28.22464877
SC51,2023-12-6,3,28.37332998
SC51,2023-12-6,4,26.44047431
SC51,2023-12-6,5,20.49322611
SC51,2023-12-6,6,1.610713055
SC51,2023-12-6,7,0
SC51,2023-12-6,8,0
SC51,2023-12-6,9,0.59472482
SC51,2023-12-6,10,5.129501577
SC51,2023-12-6,11,26.0192109
SC51,2023-12-6,12,5.203842179
SC51,2023-12-6,13,28.57157158
SC51,2023-12-6,14,4.980820372
SC51,2023-12-6,15,0
SC51,2023-12-6,16,0
SC51,2023-12-6,17,0
SC51,2023-12-6,18,8.6978505
SC51,2023-12-6,19,6.195050213
SC51,2023-12-6,20,11.91927661
SC51,2023-12-6,21,15.33894433
SC51,2023-12-6,22,15.78498794
SC51,2023-12-6,23,35.65870903
SC51,2023-12-7,0,35.14636946
SC51,2023-12-7,1,31.83991659
SC51,2023-12-7,2,34.73000132
SC51,2023-12-7,3,33.45640466
SC51,2023-12-7,4,30.76225787
SC51,2023-12-7,5,7.200719597
SC51,2023-12-7,6,1.175627689
SC51,2023-12-7,7,0
SC51,2023-12-7,8,0.252361221
SC51,2023-12-7,9,0.759259549
SC51,2023-12-7,10,4.065712426
SC51,2023-12-7,11,14.9647608
SC51,2023-12-7,12,5.927122934
SC51,2023-12-7,13,27.0639291
SC51,2023-12-7,14,17.41398515
SC51,2023-12-7,15,0
SC51,2023-12-7,16,0
SC51,2023-12-7,17,0
SC51,2023-12-7,18,9.600959463
SC51,2023-12-7,19,8.866192157
SC51,2023-12-7,20,11.14397081
SC51,2023-12-7,21,24.56572026
SC51,2023-12-7,22,5.853646203
SC51,2023-12-7,23,33.04003652
SC51,2023-12-8,0,34.66581208
SC51,2023-12-8,1,31.54298403
SC51,2023-12-8,2,32.63234265
SC51,2023-12-8,3,34.39952441
SC51,2023-12-8,4,18.80959217
SC51,2023-12-8,5,20.3589022
SC51,2023-12-8,6,0
SC51,2023-12-8,7,0
SC51,2023-12-8,8,2.037521968
SC51,2023-12-8,9,0.629407203
SC51,2023-12-8,10,3.340699767
SC51,2023-12-8,11,15.17839677
SC51,2023-12-8,12,10.84517026
SC51,2023-12-8,13,27.621293
SC51,2023-12-8,14,16.21933945
SC51,2023-12-8,15,0
SC51,2023-12-8,16,0
SC51,2023-12-8,17,0
SC51,2023-12-8,18,11.03883401
SC51,2023-12-8,19,5.882536547
SC51,2023-12-8,20,12.75759984
SC51,2023-12-8,21,23.31227446
SC51,2023-12-8,22,6.608775626
SC51,2023-12-8,23,31.93031154
SC51,2023-12-9,0,35.7467373
SC51,2023-12-9,1,32.99514775
SC51,2023-12-9,2,30.8656567
SC51,2023-12-9,3,28.47297014
SC51,2023-12-9,4,36.41668954
SC51,2023-12-9,5,23.95079253
SC51,2023-12-9,6,2.966931342
SC51,2023-12-9,7,0
SC51,2023-12-9,8,1.075480129
SC51,2023-12-9,9,0.622098507
SC51,2023-12-9,10,3.062638805
SC51,2023-12-9,11,14.78680298
SC51,2023-12-9,12,9.451111937
SC51,2023-12-9,13,27.15699253
SC51,2023-12-9,14,8.350476116
SC51,2023-12-9,15,0
SC51,2023-12-9,16,0
SC51,2023-12-9,17,0
SC51,2023-12-9,18,7.297694027
SC51,2023-12-9,19,10.26462537
SC51,2023-12-9,20,13.68616716
SC51,2023-12-9,21,22.2280582
SC51,2023-12-9,22,3.230126864
SC51,2023-12-9,23,37.2780567
SC51,2023-12-10,0,37.67297733
SC51,2023-12-10,1,18.51722614
SC51,2023-12-10,2,29.79783517
SC51,2023-12-10,3,33.20330205
SC51,2023-12-10,4,35.1898244
SC51,2023-12-10,5,16.83814178
SC51,2023-12-10,6,0
SC51,2023-12-10,7,0
SC51,2023-12-10,8,0
SC51,2023-12-10,9,0.591226888
SC51,2023-12-10,10,3.239923348
SC51,2023-12-10,11,17.76045573
SC51,2023-12-10,12,3.925746539
SC51,2023-12-10,13,26.34507015
SC51,2023-12-10,14,6.574442999
SC51,2023-12-10,15,0
SC51,2023-12-10,16,0
SC51,2023-12-10,17,0
SC51,2023-12-10,18,6.669039301
SC51,2023-12-10,19,10.16910248
SC51,2023-12-10,20,20.07806513
SC51,2023-12-10,21,28.37889064
SC51,2023-12-10,22,17.54761405
SC51,2023-12-10,23,13.76376196
SC51,2023-12-11,0,31.46206576
SC51,2023-12-11,1,37.56280808
SC51,2023-12-11,2,30.01284727
SC51,2023-12-11,3,41.09235631
SC51,2023-12-11,4,35.83309569
SC51,2023-12-11,5,20.31243324
SC51,2023-12-11,6,1.42584399
SC51,2023-12-11,7,0
SC51,2023-12-11,8,17.92823509
SC51,2023-12-11,9,24.66008869
SC51,2023-12-11,10,32.67753932
SC51,2023-12-11,11,23.7952325
SC51,2023-12-11,12,36.27721103
SC51,2023-12-11,13,37.7731785
SC51,2023-12-11,14,24.98733157
SC51,2023-12-11,15,5.82024842
SC51,2023-12-11,16,10.96263658
SC51,2023-12-11,17,21.31753638
SC51,2023-12-11,18,26.10930717
SC51,2023-12-11,19,24.98733157
SC51,2023-12-11,20,12.94946837
SC51,2023-12-11,21,21.66815376
SC51,2023-12-11,22,26.69366946
SC51,2023-12-11,23,22.53300995
SC51,2023-12-12,0,37.51943946
SC51,2023-12-12,1,35.16292295
SC51,2023-12-12,2,41.88592595
SC51,2023-12-12,3,44.26554557
SC51,2023-12-12,4,44.4734735
SC51,2023-12-12,5,41.30834838
SC51,2023-12-12,6,21.00072073
SC51,2023-12-12,7,1.178258259
SC51,2023-12-12,8,13.07635636
SC51,2023-12-12,9,21.25485487
SC51,2023-12-12,10,12.66050051
SC51,2023-12-12,11,9.472272278
SC51,2023-12-12,12,27.65441443
SC51,2023-12-12,13,33.01433436
SC51,2023-12-12,14,21.27795797
SC51,2023-12-12,15,2.564444446
SC51,2023-12-12,16,1.386186187
SC51,2023-12-12,17,8.987107113
SC51,2023-12-12,18,15.20184185
SC51,2023-12-12,19,23.84240242
SC51,2023-12-12,20,25.29789791
SC51,2023-12-12,21,22.64104106
SC51,2023-12-12,22,31.48952955
SC51,2023-12-12,23,22.9875876
SC51,2023-12-13,0,36.4901107
SC51,2023-12-13,1,38.4539089
SC51,2023-12-13,2,43.5460833
SC51,2023-12-13,3,42.86103741
SC51,2023-12-13,4,42.70119337
SC51,2023-12-13,5,33.38456936
SC51,2023-12-13,6,2.397660591
SC51,2023-12-13,7,0
SC51,2023-12-13,8,0
SC51,2023-12-13,9,11.87412864
SC51,2023-12-13,10,14.72848648
SC51,2023-12-13,11,7.10164232
SC51,2023-12-13,12,14.20328464
SC51,2023-12-13,13,24.36479857
SC51,2023-12-13,14,5.480367064
SC51,2023-12-13,15,0
SC51,2023-12-13,16,0
SC51,2023-12-13,17,3.699247768
SC51,2023-12-13,18,7.809523066
SC51,2023-12-13,19,13.72375252
SC51,2023-12-13,20,18.61041315
SC51,2023-12-13,21,24.70732151
SC51,2023-12-13,22,34.98300976
SC51,2023-12-13,23,14.13478005
SC51,2023-12-14,0,33.85460685
SC51,2023-12-14,1,36.11158064
SC51,2023-12-14,2,32.07159756
SC51,2023-12-14,3,36.0890109
SC51,2023-12-14,4,26.2034657
SC51,2023-12-14,5,15.23457308
SC51,2023-12-14,6,0.022569738
SC51,2023-12-14,7,0
SC51,2023-12-14,8,0
SC51,2023-12-14,9,0.744801351
SC51,2023-12-14,10,11.78140318
SC51,2023-12-14,11,17.06272185
SC51,2023-12-14,12,3.54344885
SC51,2023-12-14,13,21.46382074
SC51,2023-12-14,14,3.927134395
SC51,2023-12-14,15,0
SC51,2023-12-14,16,0
SC51,2023-12-14,17,4.62679627
SC51,2023-12-14,18,15.3022823
SC51,2023-12-14,19,8.576500402
SC51,2023-12-14,20,11.26229921
SC51,2023-12-14,21,23.83364322
SC51,2023-12-14,22,3.678867278
SC51,2023-12-14,23,30.92054092
SC51,2023-12-15,0,24.29307536
SC51,2023-12-15,1,24.96230608
SC51,2023-12-15,2,26.32307523
SC51,2023-12-15,3,30.69538264
SC51,2023-12-15,4,22.97692159
SC51,2023-12-15,5,17.5784604
SC51,2023-12-15,6,0.490769199
SC51,2023-12-15,7,0
SC51,2023-12-15,8,0
SC51,2023-12-15,9,0.557692272
SC51,2023-12-15,10,3.903845902
SC51,2023-12-15,11,16.50769124
SC51,2023-12-15,12,9.681537837
SC51,2023-12-15,13,21.54922938
SC51,2023-12-15,14,5.933845771
SC51,2023-12-15,15,0
SC51,2023-12-15,16,0
SC51,2023-12-15,17,0
SC51,2023-12-15,18,5.086153518
SC51,2023-12-15,19,10.37307625
SC51,2023-12-15,20,10.0161532
SC51,2023-12-15,21,20.47846022
SC51,2023-12-15,22,12.24692229
SC51,2023-12-15,23,28.44230586
SC51,2023-12-16,0,29.94211627
SC51,2023-12-16,1,25.66467109
SC51,2023-12-16,2,25.22369736
SC51,2023-12-16,3,25.79696321
SC51,2023-12-16,4,24.31970121
SC51,2023-12-16,5,18.14606899
SC51,2023-12-16,6,0
SC51,2023-12-16,7,0
SC51,2023-12-16,8,1.360553125
SC51,2023-12-16,9,0.352778984
SC51,2023-12-16,10,4.519980733
SC51,2023-12-16,11,17.17592679
SC51,2023-12-16,12,6.283875653
SC51,2023-12-16,13,21.43132328
SC51,2023-12-16,14,6.636654637
SC51,2023-12-16,15,0
SC51,2023-12-16,16,0
SC51,2023-12-16,17,0
SC51,2023-12-16,18,4.98300315
SC51,2023-12-16,19,10.93614851
SC51,2023-12-16,20,8.003673201
SC51,2023-12-16,21,10.58336952
SC51,2023-12-16,22,20.59347319
SC51,2023-12-16,23,18.10197162
SC51,2023-12-17,0,22.01061615
SC51,2023-12-17,1,23.64506784
SC51,2023-12-17,2,18.76350545
SC51,2023-12-17,3,27.52416653
SC51,2023-12-17,4,28.04719107
SC51,2023-12-17,5,25.95509291
SC51,2023-12-17,6,1.438317491
SC51,2023-12-17,7,0
SC51,2023-12-17,8,0
SC51,2023-12-17,9,0.414061096
SC51,2023-12-17,10,3.465037592
SC51,2023-12-17,11,16.80216342
SC51,2023-12-17,12,6.036574924
SC51,2023-12-17,13,23.42714095
SC51,2023-12-17,14,5.382794247
SC51,2023-12-17,15,0
SC51,2023-12-17,16,0
SC51,2023-12-17,17,0
SC51,2023-12-17,18,8.956795285
SC51,2023-12-17,19,8.869624528
SC51,2023-12-17,20,10.26435664
SC51,2023-12-17,21,19.63521302
SC51,2023-12-17,22,9.000380663
SC51,2023-12-17,23,22.66439683
SC51,2023-12-18,0,22.72434584
SC51,2023-12-18,1,23.58593241
SC51,2023-12-18,2,20.87193471
SC51,2023-12-18,3,25.69681951
SC51,2023-12-18,4,23.69363073
SC51,2023-12-18,5,17.51174708
SC51,2023-12-18,6,0.172317314
SC51,2023-12-18,7,0
SC51,2023-12-18,8,1.09176201
SC51,2023-12-18,9,0.280015636
SC51,2023-12-18,10,2.821696024
SC51,2023-12-18,11,9.60669028
SC51,2023-12-18,12,6.117264662
SC51,2023-12-18,13,18.58873029
SC51,2023-12-18,14,13.91462314
SC51,2023-12-18,15,0
SC51,2023-12-18,16,0
SC51,2023-12-18,17,0
SC51,2023-12-18,18,9.154357329
SC51,2023-12-18,19,6.828073584
SC51,2023-12-18,20,8.874341693
SC51,2023-12-18,21,15.61625662
SC51,2023-12-18,22,13.07457623
SC51,2023-12-18,23,21.62582296
SC51,2023-12-19,0,23.67400973
SC51,2023-12-19,1,20.48057317
SC51,2023-12-19,2,14.39175412
SC51,2023-12-19,3,21.05539175
SC51,2023-12-19,4,23.24821819
SC51,2023-12-19,5,21.22570837
SC51,2023-12-19,6,0.872872661
SC51,2023-12-19,7,0
SC51,2023-12-19,8,0
SC51,2023-12-19,9,0.574818582
SC51,2023-12-19,10,3.981150917
SC51,2023-12-19,11,12.28408599
SC51,2023-12-19,12,2.63990756
SC51,2023-12-19,13,18.67095911
SC51,2023-12-19,14,3.853413455
SC51,2023-12-19,15,0
SC51,2023-12-19,16,0
SC51,2023-12-19,17,0
SC51,2023-12-19,18,9.026780689
SC51,2023-12-19,19,5.620448354
SC51,2023-12-19,20,12.02861106
SC51,2023-12-19,21,17.22326787
SC51,2023-12-19,22,4.832734001
SC51,2023-12-19,23,21.52376245
SC51,2023-12-20,0,21.65262295
SC51,2023-12-20,1,17.75978015
SC51,2023-12-20,2,17.31788989
SC51,2023-12-20,3,25.20878746
SC51,2023-12-20,4,20.89509679
SC51,2023-12-20,5,7.554219282
SC51,2023-12-20,6,0
SC51,2023-12-20,7,0
SC51,2023-12-20,8,0.431414596
SC51,2023-12-20,9,0.399805477
SC51,2023-12-20,10,3.450952541
SC51,2023-12-20,11,11.0893414
SC51,2023-12-20,12,5.34476796
SC51,2023-12-20,13,19.52734121
SC51,2023-12-20,14,4.566199399
SC51,2023-12-20,15,0
SC51,2023-12-20,16,0
SC51,2023-12-20,17,0
SC51,2023-12-20,18,5.492064715
SC51,2023-12-20,19,10.92100225
SC51,2023-12-20,20,11.21559576
SC51,2023-12-20,21,11.4049773
SC51,2023-12-20,22,13.99319171
SC51,2023-12-20,23,20.11652823
SC51,2023-12-21,0,24.58333047
SC51,2023-12-21,1,21.38042616
SC51,2023-12-21,2,19.9869548
SC51,2023-12-21,3,24.41694583
SC51,2023-12-21,4,19.59179129
SC51,2023-12-21,5,8.256837728
SC51,2023-12-21,6,0
SC51,2023-12-21,7,0
SC51,2023-12-21,8,0.732814053
SC51,2023-12-21,9,0.145586559
SC51,2023-12-21,10,2.55816383
SC51,2023-12-21,11,12.79081915
SC51,2023-12-21,12,6.135433577
SC51,2023-12-21,13,20.7148876
SC51,2023-12-21,14,3.930837105
SC51,2023-12-21,15,0
SC51,2023-12-21,16,0
SC51,2023-12-21,17,0
SC51,2023-12-21,18,4.679567982
SC51,2023-12-21,19,9.171953245
SC51,2023-12-21,20,12.56204027
SC51,2023-12-21,21,15.7441465
SC51,2023-12-21,22,10.50303036
SC51,2023-12-21,23,21.79638776
SC51,2023-12-22,0,23.61953675
SC51,2023-12-22,1,19.89879162
SC51,2023-12-22,2,16.2191597
SC51,2023-12-22,3,26.84692341
SC51,2023-12-22,4,24.85293292
SC51,2023-12-22,5,3.330169672
SC51,2023-12-22,6,0
SC51,2023-12-22,7,0
SC51,2023-12-22,8,0.354119089
SC51,2023-12-22,9,0.328905647
SC51,2023-12-22,10,2.261226321
SC51,2023-12-22,11,12.21062213
SC51,2023-12-22,12,8.325424181
SC51,2023-12-22,13,20.14547086
SC51,2023-12-22,14,2.549018761
SC51,2023-12-22,15,0
SC51,2023-12-22,16,0
SC51,2023-12-22,17,0
SC51,2023-12-22,18,4.72801867
SC51,2023-12-22,19,9.702716576
SC51,2023-12-22,20,14.57463147
SC51,2023-12-22,21,11.49114103
SC51,2023-12-22,22,14.18405601
SC51,2023-12-22,23,24.85293292
SC51,2023-12-23,0,21.61827708
SC51,2023-12-23,1,21.61827708
SC51,2023-12-23,2,19.24107932
SC51,2023-12-23,3,17.35151187
SC51,2023-12-23,4,17.20928636
SC51,2023-12-23,5,13.45046939
SC51,2023-12-23,6,0
SC51,2023-12-23,7,0
SC51,2023-12-23,8,1.28765026
SC51,2023-12-23,9,0.365722733
SC51,2023-12-23,10,1.9911571
SC51,2023-12-23,11,10.60595924
SC51,2023-12-23,12,8.167807694
SC51,2023-12-23,13,19.74902756
SC51,2023-12-23,14,3.393094241
SC51,2023-12-23,15,0
SC51,2023-12-23,16,0
SC51,2023-12-23,17,0
SC51,2023-12-23,18,4.652805875
SC51,2023-12-23,19,11.84535295
SC51,2023-12-23,20,12.88156736
SC51,2023-12-23,21,12.23139361
SC51,2023-12-23,22,7.476998088
SC51,2023-12-23,23,20.43983716
SC51,2023-12-24,0,22.57219878
SC51,2023-12-24,1,20.68448821
SC51,2023-12-24,2,16.18611407
SC51,2023-12-24,3,20.78489835
SC51,2023-12-24,4,17.93325046
SC51,2023-12-24,5,11.48691967
SC51,2023-12-24,6,0
SC51,2023-12-24,7,0
SC51,2023-12-24,8,0.714954005
SC51,2023-12-24,9,0.361476493
SC51,2023-12-24,10,2.108612876
SC51,2023-12-24,11,7.189365804
SC51,2023-12-24,12,12.53118509
SC51,2023-12-24,13,20.54391402
SC51,2023-12-24,14,2.771319779
SC51,2023-12-24,15,0
SC51,2023-12-24,16,0
SC51,2023-12-24,17,0
SC51,2023-12-24,18,6.767643229
SC51,2023-12-24,19,8.514779612
SC51,2023-12-24,20,12.53118509
SC51,2023-12-24,21,21.52793336
SC51,2023-12-24,22,0.020082027
SC51,2023-12-24,23,24.21892503
SC51,2023-12-25,0,23.084229
SC51,2023-12-25,1,21.85359942
SC51,2023-12-25,2,19.11445617
SC51,2023-12-25,3,19.78931755
SC51,2023-12-25,4,17.70518681
SC51,2023-12-25,5,6.510427438
SC51,2023-12-25,6,0
SC51,2023-12-25,7,0
SC51,2023-12-25,8,0.494391972
SC51,2023-12-25,9,0.23818637
SC51,2023-12-25,10,2.103979599
SC51,2023-12-25,11,10.06337412
SC51,2023-12-25,12,8.634255901
SC51,2023-12-25,13,15.60120721
SC51,2023-12-25,14,7.125742226
SC51,2023-12-25,15,0
SC51,2023-12-25,16,0
SC51,2023-12-25,17,0
SC51,2023-12-25,18,6.867706992
SC51,2023-12-25,19,8.852593407
SC51,2023-12-25,20,12.96130828
SC51,2023-12-25,21,15.24392766
SC51,2023-12-25,22,1.15123412
SC51,2023-12-25,23,20.10689937
SC51,2023-12-26,0,19.34375033
SC51,2023-12-26,1,22.79659015
SC51,2023-12-26,2,21.18788069
SC51,2023-12-26,3,19.71650008
SC51,2023-12-26,4,16.51869957
SC51,2023-12-26,5,10.02500651
SC51,2023-12-26,6,0
SC51,2023-12-26,7,0
SC51,2023-12-26,8,0
SC51,2023-12-26,9,0.294276121
SC51,2023-12-26,10,1.844130356
SC51,2023-12-26,11,10.37813786
SC51,2023-12-26,12,7.101863712
SC51,2023-12-26,13,16.53831798
SC51,2023-12-26,14,0.961301994
SC51,2023-12-26,15,0
SC51,2023-12-26,16,0
SC51,2023-12-26,17,0
SC51,2023-12-26,18,6.297508982
SC51,2023-12-26,19,7.768889586
SC51,2023-12-26,20,10.51546671
SC51,2023-12-26,21,16.16556823
SC51,2023-12-26,22,0.117710448
SC51,2023-12-26,23,13.32089906
SC51,2023-12-27,0,20.65101847
SC51,2023-12-27,1,16.61776791
SC51,2023-12-27,2,17.99450248
SC51,2023-12-27,3,23.81169078
SC51,2023-12-27,4,18.22719001
SC51,2023-12-27,5,6.767329056
SC51,2023-12-27,6,0
SC51,2023-12-27,7,0
SC51,2023-12-27,8,0
SC51,2023-12-27,9,0.290859415
SC51,2023-12-27,10,2.268703437
SC51,2023-12-27,11,8.628829312
SC51,2023-12-27,12,5.448766375
SC51,2023-12-27,13,17.72303369
SC51,2023-12-27,14,2.32687532
SC51,2023-12-27,15,0
SC51,2023-12-27,16,0
SC51,2023-12-27,17,2.57895348
SC51,2023-12-27,18,5.468157002
SC51,2023-12-27,19,6.631594662
SC51,2023-12-27,20,8.900298099
SC51,2023-12-27,21,12.56512673
SC51,2023-12-27,22,11.34351719
SC51,2023-12-27,23,24.43219086
SC51,2023-12-28,0,21.98281926
SC51,2023-12-28,1,14.56577388
SC51,2023-12-28,2,17.21061177
SC51,2023-12-28,3,23.17107976
SC51,2023-12-28,4,18.01556243
SC51,2023-12-28,5,6.880411609
SC51,2023-12-28,6,0
SC51,2023-12-28,7,0
SC51,2023-12-28,8,0.419593478
SC51,2023-12-28,9,0.306647871
SC51,2023-12-28,10,2.16570059
SC51,2023-12-28,11,7.627865795
SC51,2023-12-28,12,7.493707351
SC51,2023-12-28,13,19.64462925
SC51,2023-12-28,14,5.328006761
SC51,2023-12-28,15,0
SC51,2023-12-28,16,0
SC51,2023-12-28,17,0
SC51,2023-12-28,18,3.679774454
SC51,2023-12-28,19,7.551203827
SC51,2023-12-28,20,15.9456893
SC51,2023-12-28,21,14.35495347
SC51,2023-12-28,22,9.54441499
SC51,2023-12-28,23,21.58034393
SC51,2023-12-29,0,22.12538916
SC51,2023-12-29,1,19.71963195
SC51,2023-12-29,2,17.71167711
SC51,2023-12-29,3,20.23109215
SC51,2023-12-29,4,18.29890919
SC51,2023-12-29,5,12.02878606
SC51,2023-12-29,6,0
SC51,2023-12-29,7,0
SC51,2023-12-29,8,0
SC51,2023-12-29,9,0.246258612
SC51,2023-12-29,10,2.064783749
SC51,2023-12-29,11,7.804503712
SC51,2023-12-29,12,8.903195982
SC51,2023-12-29,13,18.75354047
SC51,2023-12-29,14,3.2392479
SC51,2023-12-29,15,0
SC51,2023-12-29,16,0
SC51,2023-12-29,17,0
SC51,2023-12-29,18,6.952070054
SC51,2023-12-29,19,8.126534205
SC51,2023-12-29,20,10.75960706
SC51,2023-12-29,21,21.06458283
SC51,2023-12-29,22,0.03788594
SC51,2023-12-29,23,19.11345691
SC51,2023-12-30,0,20.5953352
SC51,2023-12-30,1,17.39369673
SC51,2023-12-30,2,14.21078129
SC51,2023-12-30,3,20.93234978
SC51,2023-12-30,4,18.85409322
SC51,2023-12-30,5,17.97411072
SC51,2023-12-30,6,0
SC51,2023-12-30,7,0
SC51,2023-12-30,8,0
SC51,2023-12-30,9,0.430629736
SC51,2023-12-30,10,1.647626816
SC51,2023-12-30,11,9.061947488
SC51,2023-12-30,12,8.968332328
SC51,2023-12-30,13,16.68222151
SC51,2023-12-30,14,4.137790072
SC51,2023-12-30,15,0
SC51,2023-12-30,16,0
SC51,2023-12-30,17,0
SC51,2023-12-30,18,3.220361504
SC51,2023-12-30,19,9.249177808
SC51,2023-12-30,20,9.099393552
SC51,2023-12-30,21,10.27894457
SC51,2023-12-30,22,11.85167926
SC51,2023-12-30,23,16.4388221
SC52,2023-12-1,0,5676299240
SC52,2023-12-1,1,6552010832
SC52,2023-12-1,2,6340995991
SC52,2023-12-1,3,6108879665
SC52,2023-12-1,4,5665748498
SC52,2023-12-1,5,4821689131
SC52,2023-12-1,6,5771255918
SC52,2023-12-1,7,7364417973
SC52,2023-12-1,8,7121750905
SC52,2023-12-1,9,7585983556
SC52,2023-12-1,10,6393749701
SC52,2023-12-1,11,4473514642
SC52,2023-12-1,12,5739603692
SC52,2023-12-1,13,5887314081
SC52,2023-12-1,14,6952939031
SC52,2023-12-1,15,7733693945
SC52,2023-12-1,16,6963489774
SC52,2023-12-1,17,4484065384
SC52,2023-12-1,18,7206156841
SC52,2023-12-1,19,7913056561
SC52,2023-12-1,20,7258910552
SC52,2023-12-1,21,6636416769
SC52,2023-12-1,22,6974040516
SC52,2023-12-1,23,4906095068
SC52,2023-12-2,0,3168903116
SC52,2023-12-2,1,3993333195
SC52,2023-12-2,2,4289612754
SC52,2023-12-2,3,4676064354
SC52,2023-12-2,4,3993333195
SC52,2023-12-2,5,3065849356
SC52,2023-12-2,6,2666516036
SC52,2023-12-2,7,4972343913
SC52,2023-12-2,8,7316816950
SC52,2023-12-2,9,7445634150
SC52,2023-12-2,10,5552021313
SC52,2023-12-2,11,6917483631
SC52,2023-12-2,12,2808214956
SC52,2023-12-2,13,3078731076
SC52,2023-12-2,14,7703268550
SC52,2023-12-2,15,7458515870
SC52,2023-12-2,16,6775784711
SC52,2023-12-2,17,1829204238
SC52,2023-12-2,18,5371677233
SC52,2023-12-2,19,7497161030
SC52,2023-12-2,20,6930365351
SC52,2023-12-2,21,7316816950
SC52,2023-12-2,22,5500494433
SC52,2023-12-2,23,3825870835
SC52,2023-12-3,0,180344079.8
SC52,2023-12-3,1,4714709514
SC52,2023-12-3,2,7110709430
SC52,2023-12-3,3,4611655754
SC52,2023-12-3,4,3709935355
SC52,2023-12-3,5,2447526797
SC52,2023-12-3,6,0
SC52,2023-12-3,7,1803440798
SC52,2023-12-3,8,3452300955
SC52,2023-12-3,9,4637419194
SC52,2023-12-3,10,6286279352
SC52,2023-12-3,11,6466623431
SC52,2023-12-3,12,7213763190
SC52,2023-12-3,13,180344079.8
SC52,2023-12-3,14,10228085666
SC52,2023-12-3,15,9764343747
SC52,2023-12-3,16,10640300706
SC52,2023-12-3,17,1365462318
SC52,2023-12-3,18,8836859908
SC52,2023-12-3,19,15045848940
SC52,2023-12-3,20,11335913585
SC52,2023-12-3,21,10021978147
SC52,2023-12-3,22,9223311508
SC52,2023-12-3,23,10408429746
SC52,2023-12-4,0,1338717414
SC52,2023-12-4,1,4168279220
SC52,2023-12-4,2,5263593468
SC52,2023-12-4,3,5446145843
SC52,2023-12-4,4,4685510948
SC52,2023-12-4,5,3955301450
SC52,2023-12-4,6,365104749.2
SC52,2023-12-4,7,2251479287
SC52,2023-12-4,8,5141891885
SC52,2023-12-4,9,9127618731
SC52,2023-12-4,10,12869942410
SC52,2023-12-4,11,10496761540
SC52,2023-12-4,12,7180393401
SC52,2023-12-4,13,1582120580
SC52,2023-12-4,14,14421637594
SC52,2023-12-4,15,12443986869
SC52,2023-12-4,16,11439948809
SC52,2023-12-4,17,486806332.3
SC52,2023-12-4,18,10648888519
SC52,2023-12-4,19,14360786803
SC52,2023-12-4,20,11622501184
SC52,2023-12-4,21,11409523413
SC52,2023-12-4,22,12656964640
SC52,2023-12-4,23,14208659824
SC52,2023-12-5,0,9152155340
SC52,2023-12-5,1,2562603495
SC52,2023-12-5,2,9106394563
SC52,2023-12-5,3,6314987185
SC52,2023-12-5,4,5308250097
SC52,2023-12-5,5,3981187573
SC52,2023-12-5,6,228803883.5
SC52,2023-12-5,7,3843905243
SC52,2023-12-5,8,6314987185
SC52,2023-12-5,9,8465743690
SC52,2023-12-5,10,9014873010
SC52,2023-12-5,11,9701284660
SC52,2023-12-5,12,5948900971
SC52,2023-12-5,13,1235540971
SC52,2023-12-5,14,15878989515
SC52,2023-12-5,15,12172366602
SC52,2023-12-5,16,8923351457
SC52,2023-12-5,17,320325436.9
SC52,2023-12-5,18,13911276117
SC52,2023-12-5,19,14094319224
SC52,2023-12-5,20,12492692039
SC52,2023-12-5,21,16702683496
SC52,2023-12-5,22,11714758835
SC52,2023-12-5,23,9701284660
SC52,2023-12-6,0,0
SC52,2023-12-6,1,5499144919
SC52,2023-12-6,2,7614200657
SC52,2023-12-6,3,3013954427
SC52,2023-12-6,4,105752786.9
SC52,2023-12-6,5,0
