分拣中心,日期,小时,货量,
SC5,2023-12-24,12,74.46012265,
SC5,2023-12-24,13,121.2436952,
SC5,2023-12-24,14,66.72478826,
SC5,2023-12-24,15,49.66651812,
SC5,2023-12-24,16,49.66651812,
SC5,2023-12-24,17,49.66651812,
SC5,2023-12-24,18,49.66651812,
SC5,2023-12-24,19,90.53880896,
SC5,2023-12-24,20,127.4589857,
SC5,2023-12-24,21,95.20027684,
SC5,2023-12-24,22,77.39887414,
SC5,2023-12-24,23,133.9445063,
SC5,2023-12-25,0,116.9696802,
SC5,2023-12-25,1,77.92977953,
SC5,2023-12-25,2,118.4946763,
SC5,2023-12-25,3,109.0397004,
SC5,2023-12-25,4,113.7502439,
SC5,2023-12-25,5,93.0102967,
SC5,2023-12-25,6,69.7531748,
SC5,2023-12-25,7,55.21543869,
SC5,2023-12-25,8,49.70040693,
SC5,2023-12-25,9,50.07318375,
SC5,2023-12-25,10,49.70040693,
SC5,2023-12-25,11,60.57871257,
SC5,2023-12-25,12,65.56036656,
SC5,2023-12-25,13,110.6663629,
SC5,2023-12-25,14,85.79198174,
SC5,2023-12-25,15,49.66651812,
SC5,2023-12-25,16,49.66651812,
SC5,2023-12-25,17,49.66651812,
SC5,2023-12-25,18,49.66651812,
SC5,2023-12-25,19,93.31529593,
SC5,2023-12-25,20,111.3102501,
SC5,2023-12-25,21,105.0408216,
SC5,2023-12-25,22,58.44371801,
SC5,2023-12-25,23,128.4918731,
SC5,2023-12-26,0,106.445098,
SC5,2023-12-26,1,100.3932493,
SC5,2023-12-26,2,103.6231686,
SC5,2023-12-26,3,113.0069339,
SC5,2023-12-26,4,102.127206,
SC5,2023-12-26,5,102.4331983,
SC5,2023-12-26,6,67.99205976,
SC5,2023-12-26,7,49.80251472,
SC5,2023-12-26,8,49.66651812,
SC5,2023-12-26,9,50.17650537,
SC5,2023-12-26,10,49.66651812,
SC5,2023-12-26,11,61.29422729,
SC5,2023-12-26,12,78.80378934,
SC5,2023-12-26,13,121.3707247,
SC5,2023-12-26,14,62.34820092,
SC5,2023-12-26,15,49.66651812,
SC5,2023-12-26,16,49.66651812,
SC5,2023-12-26,17,49.66651812,
SC5,2023-12-26,18,49.66651812,
SC5,2023-12-26,19,76.62784376,
SC5,2023-12-26,20,98.18330462,
SC5,2023-12-26,21,97.02733353,
SC5,2023-12-26,22,59.18628001,
SC5,2023-12-26,23,80.60574427,
SC5,2023-12-27,0,154.5883066,
SC5,2023-12-27,1,104.1057816,
SC5,2023-12-27,2,110.6207561,
SC5,2023-12-27,3,99.46684687,
SC5,2023-12-27,4,107.2097747,
SC5,2023-12-27,5,105.7771625,
SC5,2023-12-27,6,87.30458258,
SC5,2023-12-27,7,64.00423287,
SC5,2023-12-27,8,49.70062794,
SC5,2023-12-27,9,50.00761626,
SC5,2023-12-27,10,49.66651812,
SC5,2023-12-27,11,59.38781517,
SC5,2023-12-27,12,75.79463581,
SC5,2023-12-27,13,120.4443826,
SC5,2023-12-27,14,56.35204171,
SC5,2023-12-27,15,49.66651812,
SC5,2023-12-27,16,49.66651812,
SC5,2023-12-27,17,49.66651812,
SC5,2023-12-27,18,49.66651812,
SC5,2023-12-27,19,77.53423633,
SC5,2023-12-27,20,127.6074436,
SC5,2023-12-27,21,78.45520132,
SC5,2023-12-27,22,54.27134304,
SC5,2023-12-27,23,148.1415518,
SC5,2023-12-28,0,110.8533278,
SC5,2023-12-28,1,100.0395516,
SC5,2023-12-28,2,118.9294391,
SC5,2023-12-28,3,120.6404796,
SC5,2023-12-28,4,90.76571184,
SC5,2023-12-28,5,115.7126829,
SC5,2023-12-28,6,111.0071643,
SC5,2023-12-28,7,76.72284028,
SC5,2023-12-28,8,49.66651812,
SC5,2023-12-28,9,50.00872623,
SC5,2023-12-28,10,49.70073893,
SC5,2023-12-28,11,59.55633243,
SC5,2023-12-28,12,69.9594589,
SC5,2023-12-28,13,116.4655407,
SC5,2023-12-28,14,78.95953213,
SC5,2023-12-28,15,49.83762218,
SC5,2023-12-28,16,49.66651812,
SC5,2023-12-28,17,49.66651812,
SC5,2023-12-28,18,49.66651812,
SC5,2023-12-28,19,87.92538455,
SC5,2023-12-28,20,120.4351548,
SC5,2023-12-28,21,82.9975878,
SC5,2023-12-28,22,56.13425136,
SC5,2023-12-28,23,133.6786085,
SC5,2023-12-29,0,124.2702786,
SC5,2023-12-29,1,100.3407706,
SC5,2023-12-29,2,112.9406694,
SC5,2023-12-29,3,114.4856161,
SC5,2023-12-29,4,120.665403,
SC5,2023-12-29,5,104.3919642,
SC5,2023-12-29,6,84.51854915,
SC5,2023-12-29,7,68.73918006,
SC5,2023-12-29,8,57.216421,
SC5,2023-12-29,9,50.11283606,
SC5,2023-12-29,10,49.66651812,
SC5,2023-12-29,11,59.69150573,
SC5,2023-12-29,12,79.7071488,
SC5,2023-12-29,13,121.2490495,
SC5,2023-12-29,14,63.43371001,
SC5,2023-12-29,15,49.66651812,
SC5,2023-12-29,16,49.66651812,
SC5,2023-12-29,17,49.66651812,
SC5,2023-12-29,18,49.66651812,
SC5,2023-12-29,19,89.69780425,
SC5,2023-12-29,20,104.117307,
SC5,2023-12-29,21,116.8202022,
SC5,2023-12-29,22,55.94930145,
SC5,2023-12-29,23,110.7434118,
SC5,2023-12-30,0,104.9833206,
SC5,2023-12-30,1,115.3164718,
SC5,2023-12-30,2,112.5609648,
SC5,2023-12-30,3,109.4265756,
SC5,2023-12-30,4,132.5383904,
SC5,2023-12-30,5,112.6987402,
SC5,2023-12-30,6,82.66231735,
SC5,2023-12-30,7,60.12949911,
SC5,2023-12-30,8,49.66651812,
SC5,2023-12-30,9,50.04540033,
SC5,2023-12-30,10,49.66651812,
SC5,2023-12-30,11,62.6174009,
SC5,2023-12-30,12,75.29273298,
SC5,2023-12-30,13,123.9963188,
SC5,2023-12-30,14,63.65071602,
SC5,2023-12-30,15,49.66651812,
SC5,2023-12-30,16,49.66651812,
SC5,2023-12-30,17,49.66651812,
SC5,2023-12-30,18,49.66651812,
SC5,2023-12-30,19,83.97257996,
SC5,2023-12-30,20,110.2532277,
SC5,2023-12-30,21,96.99235041,
SC5,2023-12-30,22,59.31079253,
SC5,2023-12-30,23,121.5163625,
SC51,2023-12-1,0,40.78575908,
SC51,2023-12-1,1,55.06480813,
SC51,2023-12-1,2,53.67365078,
SC51,2023-12-1,3,52.02001091,
SC51,2023-12-1,4,57.92586759,
SC51,2023-12-1,5,53.64740253,
SC51,2023-12-1,6,20.5221086,
SC51,2023-12-1,7,18.81597222,
SC51,2023-12-1,8,29.73524502,
SC51,2023-12-1,9,41.88818566,
SC51,2023-12-1,10,42.33440595,
SC51,2023-12-1,11,36.32355626,
SC51,2023-12-1,12,59.3957697,
SC51,2023-12-1,13,64.04171029,
SC51,2023-12-1,14,42.99061225,
SC51,2023-12-1,15,22.93694778,
SC51,2023-12-1,16,29.65650027,
SC51,2023-12-1,17,31.10015412,
SC51,2023-12-1,18,49.36893746,
SC51,2023-12-1,19,44.74924512,
SC51,2023-12-1,20,47.24282906,
SC51,2023-12-1,21,49.21144795,
SC51,2023-12-1,22,52.15125217,
SC51,2023-12-1,23,36.27105975,
SC51,2023-12-2,0,45.72442041,
SC51,2023-12-2,1,69.80176738,
SC51,2023-12-2,2,63.67204367,
SC51,2023-12-2,3,59.72408602,
SC51,2023-12-2,4,60.76302224,
SC51,2023-12-2,5,48.29578756,
SC51,2023-12-2,6,24.01065334,
SC51,2023-12-2,7,18.84194563,
SC51,2023-12-2,8,30.01051003,
SC51,2023-12-2,9,38.81549452,
SC51,2023-12-2,10,27.75082374,
SC51,2023-12-2,11,24.21844058,
SC51,2023-12-2,12,34.19222833,
SC51,2023-12-2,13,57.67218698,
SC51,2023-12-2,14,50.55547385,
SC51,2023-12-2,15,19.38738715,
SC51,2023-12-2,16,19.56920098,
SC51,2023-12-2,17,24.84180232,
SC51,2023-12-2,18,36.94540932,
SC51,2023-12-2,19,40.21805842,
SC51,2023-12-2,20,35.9324465,
SC51,2023-12-2,21,39.23106901,
SC51,2023-12-2,22,58.63320298,
SC51,2023-12-2,23,28.60794613,
SC51,2023-12-3,0,50.55787692,
SC51,2023-12-3,1,64.59411125,
SC51,2023-12-3,2,57.43486193,
SC51,2023-12-3,3,66.10807437,
SC51,2023-12-3,4,62.2333552,
SC51,2023-12-3,5,43.44994838,
SC51,2023-12-3,6,28.18201524,
SC51,2023-12-3,7,18.81597222,
SC51,2023-12-3,8,18.81597222,
SC51,2023-12-3,9,20.1503126,
SC51,2023-12-3,10,36.39334062,
SC51,2023-12-3,11,40.83258841,
SC51,2023-12-3,12,19.73974633,
SC51,2023-12-3,13,46.76013892,
SC51,2023-12-3,14,30.95333756,
SC51,2023-12-3,15,18.81597222,
SC51,2023-12-3,16,18.81597222,
SC51,2023-12-3,17,22.3314459,
SC51,2023-12-3,18,34.62277359,
SC51,2023-12-3,19,28.87484582,
SC51,2023-12-3,20,30.69673364,
SC51,2023-12-3,21,47.06806363,
SC51,2023-12-3,22,35.75183083,
SC51,2023-12-3,23,31.69748892,
SC51,2023-12-4,0,49.1293493,
SC51,2023-12-4,1,56.53646738,
SC51,2023-12-4,2,56.61256791,
SC51,2023-12-4,3,54.177351,
SC51,2023-12-4,4,58.76874954,
SC51,2023-12-4,5,50.29622406,
SC51,2023-12-4,6,19.50087698,
SC51,2023-12-4,7,18.81597222,
SC51,2023-12-4,8,22.00342774,
SC51,2023-12-4,9,19.70381172,
SC51,2023-12-4,10,21.7077923,
SC51,2023-12-4,11,39.89581854,
SC51,2023-12-4,12,25.15768291,
SC51,2023-12-4,13,44.53795076,
SC51,2023-12-4,14,39.99728591,
SC51,2023-12-4,15,18.81597222,
SC51,2023-12-4,16,18.81597222,
SC51,2023-12-4,17,23.63567234,
SC51,2023-12-4,18,24.54887868,
SC51,2023-12-4,19,31.27109201,
SC51,2023-12-4,20,32.3364994,
SC51,2023-12-4,21,41.595397,
SC51,2023-12-4,22,22.87466706,
SC51,2023-12-4,23,47.91174085,
SC51,2023-12-5,0,50.55540582,
SC51,2023-12-5,1,50.75597096,
SC51,2023-12-5,2,53.16275266,
SC51,2023-12-5,3,48.72524891,
SC51,2023-12-5,4,51.58330217,
SC51,2023-12-5,5,51.63344345,
SC51,2023-12-5,6,20.62105849,
SC51,2023-12-5,7,18.81597222,
SC51,2023-12-5,8,21.17278963,
SC51,2023-12-5,9,19.59316214,
SC51,2023-12-5,10,23.05291083,
SC51,2023-12-5,11,36.76655236,
SC51,2023-12-5,12,24.95827967,
SC51,2023-12-5,13,47.99820027,
SC51,2023-12-5,14,31.80256511,
SC51,2023-12-5,15,20.47352302,
SC51,2023-12-5,16,18.81597222,
SC51,2023-12-5,17,18.81597222,
SC51,2023-12-5,18,31.30115226,
SC51,2023-12-5,19,26.26195309,
SC51,2023-12-5,20,34.15920552,
SC51,2023-12-5,21,39.90038269,
SC51,2023-12-5,22,26.81350723,
SC51,2023-12-5,23,54.94276828,
SC51,2023-12-6,0,54.72248326,
SC51,2023-12-6,1,44.01743649,
SC51,2023-12-6,2,47.04062099,
SC51,2023-12-6,3,47.1893022,
SC51,2023-12-6,4,45.25644653,
SC51,2023-12-6,5,39.30919833,
SC51,2023-12-6,6,20.42668528,
SC51,2023-12-6,7,18.81597222,
SC51,2023-12-6,8,18.81597222,
SC51,2023-12-6,9,19.41069704,
SC51,2023-12-6,10,23.9454738,
SC51,2023-12-6,11,44.83518312,
SC51,2023-12-6,12,24.0198144,
SC51,2023-12-6,13,47.3875438,
SC51,2023-12-6,14,23.79679259,
SC51,2023-12-6,15,18.81597222,
SC51,2023-12-6,16,18.81597222,
SC51,2023-12-6,17,18.81597222,
SC51,2023-12-6,18,27.51382272,
SC51,2023-12-6,19,25.01102244,
SC51,2023-12-6,20,30.73524883,
SC51,2023-12-6,21,34.15491655,
SC51,2023-12-6,22,34.60096016,
SC51,2023-12-6,23,54.47468125,
SC51,2023-12-7,0,53.96234168,
SC51,2023-12-7,1,50.65588881,
SC51,2023-12-7,2,53.54597354,
SC51,2023-12-7,3,52.27237688,
SC51,2023-12-7,4,49.57823009,
SC51,2023-12-7,5,26.01669182,
SC51,2023-12-7,6,19.99159991,
SC51,2023-12-7,7,18.81597222,
SC51,2023-12-7,8,19.06833344,
SC51,2023-12-7,9,19.57523177,
SC51,2023-12-7,10,22.88168465,
SC51,2023-12-7,11,33.78073302,
SC51,2023-12-7,12,24.74309516,
SC51,2023-12-7,13,45.87990132,
SC51,2023-12-7,14,36.22995737,
SC51,2023-12-7,15,18.81597222,
SC51,2023-12-7,16,18.81597222,
SC51,2023-12-7,17,18.81597222,
SC51,2023-12-7,18,28.41693169,
SC51,2023-12-7,19,27.68216438,
SC51,2023-12-7,20,29.95994303,
SC51,2023-12-7,21,43.38169248,
SC51,2023-12-7,22,24.66961843,
SC51,2023-12-7,23,51.85600874,
SC51,2023-12-8,0,53.4817843,
SC51,2023-12-8,1,50.35895625,
SC51,2023-12-8,2,51.44831487,
SC51,2023-12-8,3,53.21549663,
SC51,2023-12-8,4,37.62556439,
SC51,2023-12-8,5,39.17487442,
SC51,2023-12-8,6,18.81597222,
SC51,2023-12-8,7,18.81597222,
SC51,2023-12-8,8,20.85349419,
SC51,2023-12-8,9,19.44537943,
SC51,2023-12-8,10,22.15667199,
SC51,2023-12-8,11,33.99436899,
SC51,2023-12-8,12,29.66114248,
SC51,2023-12-8,13,46.43726522,
SC51,2023-12-8,14,35.03531167,
SC51,2023-12-8,15,18.81597222,
SC51,2023-12-8,16,18.81597222,
SC51,2023-12-8,17,18.81597222,
SC51,2023-12-8,18,29.85480623,
SC51,2023-12-8,19,24.69850877,
SC51,2023-12-8,20,31.57357206,
SC51,2023-12-8,21,42.12824668,
SC51,2023-12-8,22,25.42474785,
SC51,2023-12-8,23,50.74628376,
SC51,2023-12-9,0,54.56270952,
SC51,2023-12-9,1,51.81111997,
SC51,2023-12-9,2,49.68162892,
SC51,2023-12-9,3,47.28894236,
SC51,2023-12-9,4,55.23266176,
SC51,2023-12-9,5,42.76676475,
SC51,2023-12-9,6,21.78290356,
SC51,2023-12-9,7,18.81597222,
SC51,2023-12-9,8,19.89145235,
SC51,2023-12-9,9,19.43807073,
SC51,2023-12-9,10,21.87861103,
SC51,2023-12-9,11,33.6027752,
SC51,2023-12-9,12,28.26708416,
SC51,2023-12-9,13,45.97296475,
SC51,2023-12-9,14,27.16644834,
SC51,2023-12-9,15,18.81597222,
SC51,2023-12-9,16,18.81597222,
SC51,2023-12-9,17,18.81597222,
SC51,2023-12-9,18,26.11366625,
SC51,2023-12-9,19,29.08059759,
SC51,2023-12-9,20,32.50213938,
SC51,2023-12-9,21,41.04403042,
SC51,2023-12-9,22,22.04609909,
SC51,2023-12-9,23,56.09402892,
SC51,2023-12-10,0,56.48894955,
SC51,2023-12-10,1,37.33319836,
SC51,2023-12-10,2,48.61380739,
SC51,2023-12-10,3,52.01927427,
SC51,2023-12-10,4,54.00579662,
SC51,2023-12-10,5,35.654114,
SC51,2023-12-10,6,18.81597222,
SC51,2023-12-10,7,18.81597222,
SC51,2023-12-10,8,18.81597222,
SC51,2023-12-10,9,19.40719911,
SC51,2023-12-10,10,22.05589557,
SC51,2023-12-10,11,36.57642795,
SC51,2023-12-10,12,22.74171876,
SC51,2023-12-10,13,45.16104237,
SC51,2023-12-10,14,25.39041522,
SC51,2023-12-10,15,18.81597222,
SC51,2023-12-10,16,18.81597222,
SC51,2023-12-10,17,18.81597222,
SC51,2023-12-10,18,25.48501152,
SC51,2023-12-10,19,28.9850747,
SC51,2023-12-10,20,38.89403735,
SC51,2023-12-10,21,47.19486286,
SC51,2023-12-10,22,36.36358627,
SC51,2023-12-10,23,32.57973418,
SC51,2023-12-11,0,50.27803798,
SC51,2023-12-11,1,56.3787803,
SC51,2023-12-11,2,48.82881949,
SC51,2023-12-11,3,59.90832853,
SC51,2023-12-11,4,54.64906791,
SC51,2023-12-11,5,39.12840546,
SC51,2023-12-11,6,20.24181621,
SC51,2023-12-11,7,18.81597222,
SC51,2023-12-11,8,36.74420731,
SC51,2023-12-11,9,43.47606091,
SC51,2023-12-11,10,51.49351154,
SC51,2023-12-11,11,42.61120472,
SC51,2023-12-11,12,55.09318325,
SC51,2023-12-11,13,56.58915072,
SC51,2023-12-11,14,43.80330379,
SC51,2023-12-11,15,24.63622064,
SC51,2023-12-11,16,29.7786088,
SC51,2023-12-11,17,40.1335086,
SC51,2023-12-11,18,44.92527939,
SC51,2023-12-11,19,43.80330379,
SC51,2023-12-11,20,31.76544059,
SC51,2023-12-11,21,40.48412598,
SC51,2023-12-11,22,45.50964168,
SC51,2023-12-11,23,41.34898217,
SC51,2023-12-12,0,56.33541168,
SC51,2023-12-12,1,53.97889517,
SC51,2023-12-12,2,60.70189817,
SC51,2023-12-12,3,63.08151779,
SC51,2023-12-12,4,63.28944572,
SC51,2023-12-12,5,60.1243206,
SC51,2023-12-12,6,39.81669295,
SC51,2023-12-12,7,19.99423048,
SC51,2023-12-12,8,31.89232858,
SC51,2023-12-12,9,40.07082709,
SC51,2023-12-12,10,31.47647273,
SC51,2023-12-12,11,28.2882445,
SC51,2023-12-12,12,46.47038665,
SC51,2023-12-12,13,51.83030658,
SC51,2023-12-12,14,40.09393019,
SC51,2023-12-12,15,21.38041667,
SC51,2023-12-12,16,20.20215841,
SC51,2023-12-12,17,27.80307934,
SC51,2023-12-12,18,34.01781407,
SC51,2023-12-12,19,42.65837464,
SC51,2023-12-12,20,44.11387013,
SC51,2023-12-12,21,41.45701328,
SC51,2023-12-12,22,50.30550177,
SC51,2023-12-12,23,41.80355982,
SC51,2023-12-13,0,55.30608292,
SC51,2023-12-13,1,57.26988112,
SC51,2023-12-13,2,62.36205552,
SC51,2023-12-13,3,61.67700963,
SC51,2023-12-13,4,61.51716559,
SC51,2023-12-13,5,52.20054158,
SC51,2023-12-13,6,21.21363281,
SC51,2023-12-13,7,18.81597222,
SC51,2023-12-13,8,18.81597222,
SC51,2023-12-13,9,30.69010086,
SC51,2023-12-13,10,33.5444587,
SC51,2023-12-13,11,25.91761454,
SC51,2023-12-13,12,33.01925686,
SC51,2023-12-13,13,43.18077079,
SC51,2023-12-13,14,24.29633929,
SC51,2023-12-13,15,18.81597222,
SC51,2023-12-13,16,18.81597222,
SC51,2023-12-13,17,22.51521999,
SC51,2023-12-13,18,26.62549529,
SC51,2023-12-13,19,32.53972474,
SC51,2023-12-13,20,37.42638537,
SC51,2023-12-13,21,43.52329373,
SC51,2023-12-13,22,53.79898198,
SC51,2023-12-13,23,32.95075227,
SC51,2023-12-14,0,52.67057907,
SC51,2023-12-14,1,54.92755286,
SC51,2023-12-14,2,50.88756978,
SC51,2023-12-14,3,54.90498312,
SC51,2023-12-14,4,45.01943792,
SC51,2023-12-14,5,34.0505453,
SC51,2023-12-14,6,18.83854196,
SC51,2023-12-14,7,18.81597222,
SC51,2023-12-14,8,18.81597222,
SC51,2023-12-14,9,19.56077357,
SC51,2023-12-14,10,30.5973754,
SC51,2023-12-14,11,35.87869407,
SC51,2023-12-14,12,22.35942107,
SC51,2023-12-14,13,40.27979296,
SC51,2023-12-14,14,22.74310662,
SC51,2023-12-14,15,18.81597222,
SC51,2023-12-14,16,18.81597222,
SC51,2023-12-14,17,23.44276849,
SC51,2023-12-14,18,34.11825452,
SC51,2023-12-14,19,27.39247262,
SC51,2023-12-14,20,30.07827143,
SC51,2023-12-14,21,42.64961544,
SC51,2023-12-14,22,22.4948395,
SC51,2023-12-14,23,49.73651314,
SC51,2023-12-15,0,43.10904758,
SC51,2023-12-15,1,43.7782783,
SC51,2023-12-15,2,45.13904745,
SC51,2023-12-15,3,49.51135486,
SC51,2023-12-15,4,41.79289381,
SC51,2023-12-15,5,36.39443262,
SC51,2023-12-15,6,19.30674142,
SC51,2023-12-15,7,18.81597222,
SC51,2023-12-15,8,18.81597222,
SC51,2023-12-15,9,19.37366449,
SC51,2023-12-15,10,22.71981812,
SC51,2023-12-15,11,35.32366346,
SC51,2023-12-15,12,28.49751006,
SC51,2023-12-15,13,40.3652016,
SC51,2023-12-15,14,24.74981799,
SC51,2023-12-15,15,18.81597222,
SC51,2023-12-15,16,18.81597222,
SC51,2023-12-15,17,18.81597222,
SC51,2023-12-15,18,23.90212574,
SC51,2023-12-15,19,29.18904847,
SC51,2023-12-15,20,28.83212542,
SC51,2023-12-15,21,39.29443244,
SC51,2023-12-15,22,31.06289451,
SC51,2023-12-15,23,47.25827808,
SC51,2023-12-16,0,48.75808849,
SC51,2023-12-16,1,44.48064331,
SC51,2023-12-16,2,44.03966958,
SC51,2023-12-16,3,44.61293543,
SC51,2023-12-16,4,43.13567343,
SC51,2023-12-16,5,36.96204121,
SC51,2023-12-16,6,18.81597222,
SC51,2023-12-16,7,18.81597222,
SC51,2023-12-16,8,20.17652535,
SC51,2023-12-16,9,19.16875121,
SC51,2023-12-16,10,23.33595296,
SC51,2023-12-16,11,35.99189901,
SC51,2023-12-16,12,25.09984788,
SC51,2023-12-16,13,40.2472955,
SC51,2023-12-16,14,25.45262686,
SC51,2023-12-16,15,18.81597222,
SC51,2023-12-16,16,18.81597222,
SC51,2023-12-16,17,18.81597222,
SC51,2023-12-16,18,23.79897537,
SC51,2023-12-16,19,29.75212073,
SC51,2023-12-16,20,26.81964542,
SC51,2023-12-16,21,29.39934174,
SC51,2023-12-16,22,39.40944541,
SC51,2023-12-16,23,36.91794384,
SC51,2023-12-17,0,40.82658837,
SC51,2023-12-17,1,42.46104006,
SC51,2023-12-17,2,37.57947767,
SC51,2023-12-17,3,46.34013875,
SC51,2023-12-17,4,46.86316329,
SC51,2023-12-17,5,44.77106513,
SC51,2023-12-17,6,20.25428971,
SC51,2023-12-17,7,18.81597222,
SC51,2023-12-17,8,18.81597222,
SC51,2023-12-17,9,19.23003332,
SC51,2023-12-17,10,22.28100981,
SC51,2023-12-17,11,35.61813564,
SC51,2023-12-17,12,24.85254715,
SC51,2023-12-17,13,42.24311317,
SC51,2023-12-17,14,24.19876647,
SC51,2023-12-17,15,18.81597222,
SC51,2023-12-17,16,18.81597222,
SC51,2023-12-17,17,18.81597222,
SC51,2023-12-17,18,27.77276751,
SC51,2023-12-17,19,27.68559675,
SC51,2023-12-17,20,29.08032886,
SC51,2023-12-17,21,38.45118524,
SC51,2023-12-17,22,27.81635289,
SC51,2023-12-17,23,41.48036905,
SC51,2023-12-18,0,41.54031806,
SC51,2023-12-18,1,42.40190463,
SC51,2023-12-18,2,39.68790693,
SC51,2023-12-18,3,44.51279173,
SC51,2023-12-18,4,42.50960295,
SC51,2023-12-18,5,36.3277193,
SC51,2023-12-18,6,18.98828954,
SC51,2023-12-18,7,18.81597222,
SC51,2023-12-18,8,19.90773423,
SC51,2023-12-18,9,19.09598786,
SC51,2023-12-18,10,21.63766825,
SC51,2023-12-18,11,28.4226625,
SC51,2023-12-18,12,24.93323688,
SC51,2023-12-18,13,37.40470251,
SC51,2023-12-18,14,32.73059536,
SC51,2023-12-18,15,18.81597222,
SC51,2023-12-18,16,18.81597222,
SC51,2023-12-18,17,18.81597222,
SC51,2023-12-18,18,27.97032955,
SC51,2023-12-18,19,25.64404581,
SC51,2023-12-18,20,27.69031392,
SC51,2023-12-18,21,34.43222884,
SC51,2023-12-18,22,31.89054845,
SC51,2023-12-18,23,40.44179518,
SC51,2023-12-19,0,42.48998195,
SC51,2023-12-19,1,39.29654539,
SC51,2023-12-19,2,33.20772634,
SC51,2023-12-19,3,39.87136397,
SC51,2023-12-19,4,42.06419041,
SC51,2023-12-19,5,40.04168059,
SC51,2023-12-19,6,19.68884488,
SC51,2023-12-19,7,18.81597222,
SC51,2023-12-19,8,18.81597222,
SC51,2023-12-19,9,19.3907908,
SC51,2023-12-19,10,22.79712314,
SC51,2023-12-19,11,31.10005821,
SC51,2023-12-19,12,21.45587978,
SC51,2023-12-19,13,37.48693133,
SC51,2023-12-19,14,22.66938568,
SC51,2023-12-19,15,18.81597222,
SC51,2023-12-19,16,18.81597222,
SC51,2023-12-19,17,18.81597222,
SC51,2023-12-19,18,27.84275291,
SC51,2023-12-19,19,24.43642058,
SC51,2023-12-19,20,30.84458328,
SC51,2023-12-19,21,36.03924009,
SC51,2023-12-19,22,23.64870622,
SC51,2023-12-19,23,40.33973467,
SC51,2023-12-20,0,40.46859517,
SC51,2023-12-20,1,36.57575237,
SC51,2023-12-20,2,36.13386211,
SC51,2023-12-20,3,44.02475968,
SC51,2023-12-20,4,39.71106901,
SC51,2023-12-20,5,26.3701915,
SC51,2023-12-20,6,18.81597222,
SC51,2023-12-20,7,18.81597222,
SC51,2023-12-20,8,19.24738682,
SC51,2023-12-20,9,19.2157777,
SC51,2023-12-20,10,22.26692476,
SC51,2023-12-20,11,29.90531362,
SC51,2023-12-20,12,24.16074018,
SC51,2023-12-20,13,38.34331343,
SC51,2023-12-20,14,23.38217162,
SC51,2023-12-20,15,18.81597222,
SC51,2023-12-20,16,18.81597222,
SC51,2023-12-20,17,18.81597222,
SC51,2023-12-20,18,24.30803694,
SC51,2023-12-20,19,29.73697447,
SC51,2023-12-20,20,30.03156798,
SC51,2023-12-20,21,30.22094952,
SC51,2023-12-20,22,32.80916393,
SC51,2023-12-20,23,38.93250045,
SC51,2023-12-21,0,43.39930269,
SC51,2023-12-21,1,40.19639838,
SC51,2023-12-21,2,38.80292702,
SC51,2023-12-21,3,43.23291805,
SC51,2023-12-21,4,38.40776351,
SC51,2023-12-21,5,27.07280995,
SC51,2023-12-21,6,18.81597222,
SC51,2023-12-21,7,18.81597222,
SC51,2023-12-21,8,19.54878628,
SC51,2023-12-21,9,18.96155878,
SC51,2023-12-21,10,21.37413605,
SC51,2023-12-21,11,31.60679137,
SC51,2023-12-21,12,24.9514058,
SC51,2023-12-21,13,39.53085982,
SC51,2023-12-21,14,22.74680933,
SC51,2023-12-21,15,18.81597222,
SC51,2023-12-21,16,18.81597222,
SC51,2023-12-21,17,18.81597222,
SC51,2023-12-21,18,23.4955402,
SC51,2023-12-21,19,27.98792547,
SC51,2023-12-21,20,31.37801249,
SC51,2023-12-21,21,34.56011872,
SC51,2023-12-21,22,29.31900258,
SC51,2023-12-21,23,40.61235998,
SC51,2023-12-22,0,42.43550897,
SC51,2023-12-22,1,38.71476384,
SC51,2023-12-22,2,35.03513192,
SC51,2023-12-22,3,45.66289563,
SC51,2023-12-22,4,43.66890514,
SC51,2023-12-22,5,22.14614189,
SC51,2023-12-22,6,18.81597222,
SC51,2023-12-22,7,18.81597222,
SC51,2023-12-22,8,19.17009131,
SC51,2023-12-22,9,19.14487787,
SC51,2023-12-22,10,21.07719854,
SC51,2023-12-22,11,31.02659435,
SC51,2023-12-22,12,27.1413964,
SC51,2023-12-22,13,38.96144308,
SC51,2023-12-22,14,21.36499098,
SC51,2023-12-22,15,18.81597222,
SC51,2023-12-22,16,18.81597222,
SC51,2023-12-22,17,18.81597222,
SC51,2023-12-22,18,23.54399089,
SC51,2023-12-22,19,28.5186888,
SC51,2023-12-22,20,33.39060369,
SC51,2023-12-22,21,30.30711325,
SC51,2023-12-22,22,33.00002823,
SC51,2023-12-22,23,43.66890514,
SC51,2023-12-23,0,40.4342493,
SC51,2023-12-23,1,40.4342493,
SC51,2023-12-23,2,38.05705154,
SC51,2023-12-23,3,36.16748409,
SC51,2023-12-23,4,36.02525858,
SC51,2023-12-23,5,32.26644161,
SC51,2023-12-23,6,18.81597222,
SC51,2023-12-23,7,18.81597222,
SC51,2023-12-23,8,20.10362248,
SC51,2023-12-23,9,19.18169496,
SC51,2023-12-23,10,20.80712932,
SC51,2023-12-23,11,29.42193146,
SC51,2023-12-23,12,26.98377992,
SC51,2023-12-23,13,38.56499978,
SC51,2023-12-23,14,22.20906646,
